Symbol,Date,Open,High,Low,Close,Volume
ZAHID,20190307,15.90,15.90,15.90,15.90,500
SAPT,20190307,0.00,1185.74,1185.74,1185.74,0
BNWM,20190307,47.00,49.40,47.00,49.40,1500
AGL,20190307,4.72,4.79,4.67,4.69,397000
IBFL,20190307,60.00,60.00,60.00,60.00,25000
PSYL,20190307,0.00,23.68,23.68,23.68,0
TRPOL,20190307,11.82,11.82,11.60,11.67,71000
THALL,20190307,437.00,441.00,435.00,435.78,14700
ADAMS,20190307,27.40,27.44,27.40,27.40,1500
AABS,20190307,186.00,189.48,185.02,189.48,900
AGSML,20190307,3.12,3.13,3.12,3.12,8000
ANSM,20190307,8.40,8.89,8.40,8.89,2500
CHAS,20190307,41.01,41.01,41.00,41.01,1000
IMSL,20190307,0.00,20.00,20.00,20.44,1500
DWSM,20190307,4.78,4.78,4.78,4.78,2000
EFOODS,20190307,76.89,76.98,75.00,75.23,285000
HABSM,20190307,36.00,36.00,35.50,35.50,6500
HWQS,20190307,3.65,3.84,3.65,3.77,3500
HSM,20190307,18.00,18.00,16.64,16.76,34500
HSMR2,20190307,6.50,6.75,5.69,5.70,204000
JDWS,20190307,302.42,314.89,302.39,314.89,1400
MRNS,20190307,84.50,85.00,84.50,84.50,5300
SKRS,20190307,23.77,24.48,23.60,24.28,209000
SHJS,20190307,53.10,53.10,53.10,53.10,1000
SHSML,20190307,106.00,106.00,106.00,106.00,2100
ACPL,20190307,99.00,99.10,98.65,98.89,12700
BWCL,20190307,125.47,127.50,121.01,121.29,14300
CHCC,20190307,69.50,69.75,68.00,68.12,51000
DGKC,20190307,93.25,93.60,90.70,90.95,1143000
AKZO,20190307,138.25,138.51,138.01,138.50,1800
POWER,20190307,7.96,8.10,7.85,7.88,914000
FCCL,20190307,21.75,21.90,21.30,21.35,2703000
FECTC,20190307,29.48,29.70,29.48,29.70,5500
FLYNG,20190307,14.55,14.55,14.51,14.51,1500
GWLC,20190307,15.70,15.94,15.45,15.45,52500
KOHC,20190307,89.99,90.00,87.76,88.34,29000
LUCK,20190307,477.00,480.00,465.30,467.25,483400
MLCF,20190307,42.45,42.80,41.30,41.42,2562500
DCL,20190307,12.20,12.39,11.91,11.99,859000
PIOC,20190307,41.25,41.40,39.81,39.94,481000
SMCPL,20190307,7.17,7.17,7.17,7.17,1500
THCCL,20190307,13.00,13.20,12.95,12.95,18500
KHTC,20190307,283.00,288.00,283.00,288.00,200
PMPK,20190307,2802.50,3096.98,2802.50,2979.90,100
ATRL,20190307,121.75,122.30,119.50,119.94,525500
BYCO,20190307,8.90,8.96,8.73,8.75,319500
NRL,20190307,200.50,201.01,196.00,196.86,188600
PRL,20190307,23.71,24.00,23.20,23.28,392000
EPQL,20190307,28.45,28.50,27.90,28.24,196500
AEL,20190307,3.86,4.49,3.86,4.49,2000
HUBC,20190307,86.30,86.30,84.90,85.03,230500
KEL,20190307,6.21,6.24,6.07,6.10,3134000
KOHE,20190307,39.75,39.75,39.55,39.55,8500
KOHP,20190307,1.90,1.90,1.90,1.90,3000
LPL,20190307,15.75,15.75,15.75,15.75,205000
KAPCO,20190307,46.61,46.70,45.61,45.94,410500
NCPL,20190307,22.76,22.76,22.41,22.44,21500
NPL,20190307,24.75,24.75,24.50,24.50,34500
PKGP,20190307,15.99,15.99,15.54,15.54,11500
SPWL,20190307,23.20,23.50,23.20,23.50,7000
TSPL,20190307,3.27,3.95,3.27,3.69,52500
APL,20190307,424.50,424.50,419.05,419.05,6900
PSO,20190307,230.00,230.50,224.01,224.97,274200
BPL,20190307,34.00,34.00,34.00,34.00,500
SHEL,20190307,272.12,272.12,272.12,272.12,8900
SSGC,20190307,22.80,23.33,22.80,22.83,2172500
SNGP,20190307,76.25,77.50,74.02,74.82,1075500
HASCOL,20190307,143.06,145.90,143.06,143.98,113000
HTL,20190307,51.00,51.00,50.25,50.50,22000
MARI,20190307,1301.03,1312.00,1300.00,1304.22,2260
OGDC,20190307,149.55,150.49,145.56,146.34,2855900
POL,20190307,476.90,477.00,474.00,476.52,66500
PPL,20190307,182.06,183.47,179.65,180.20,424000
ASL,20190307,10.39,10.40,10.16,10.18,240000
ASTL,20190307,42.17,42.49,41.10,41.80,460000
BCL,20190307,67.00,67.00,67.00,67.00,1500
DSL,20190307,5.65,5.70,5.46,5.55,458000
CSAP,20190307,47.38,47.38,46.75,46.75,9000
DKL,20190307,3.53,3.77,3.30,3.59,16500
HSPI,20190307,19.00,19.20,18.00,18.07,38500
INIL,20190307,141.99,141.99,138.75,138.76,10800
ISL,20190307,67.50,67.65,66.00,66.24,385000
ITTEFAQ,20190307,10.33,10.42,10.17,10.18,122000
MUGHAL,20190307,39.50,40.44,39.27,39.34,139000
AGTL,20190307,450.00,451.00,446.00,450.00,700
ATLH,20190307,395.00,399.99,395.00,398.33,900
DFML,20190307,13.81,14.12,13.31,13.39,546500
GAIL,20190307,6.20,6.60,6.12,6.14,200000
GHNI,20190307,221.00,221.31,210.70,212.66,597700
GHNL,20190307,94.50,94.80,91.01,91.52,1026000
HINO,20190307,447.50,453.00,446.00,449.20,750
HCAR,20190307,246.69,246.69,246.69,246.69,113300
INDU,20190307,1339.99,1349.29,1310.00,1349.29,199400
MTL,20190307,806.25,818.00,792.00,813.39,19400
PSMC,20190307,329.21,329.21,325.00,329.18,569000
SAZEW,20190307,244.00,244.00,235.00,238.73,3500
AGIL,20190307,257.00,259.00,254.10,254.97,45300
ATBA,20190307,140.97,141.00,140.97,141.00,3900
EXIDE,20190307,190.00,190.00,190.00,187.02,100
GTYR,20190307,70.55,72.00,69.50,70.19,282500
LOADS,20190307,22.30,22.48,21.91,22.19,190000
PAEL,20190307,24.70,24.87,24.05,24.15,1837000
TPL,20190307,5.69,5.90,5.45,5.78,594500
AVN,20190307,68.50,70.00,67.61,69.73,174000
WAVES,20190307,25.99,26.00,25.45,25.48,62500
SPEL,20190307,33.00,33.00,31.55,31.55,1500
PNSC,20190307,63.51,63.51,62.75,62.76,3000
PIBTL,20190307,10.80,10.85,10.51,10.55,1757500
PICT,20190307,210.02,210.02,210.02,217.50,100
PIAA,20190307,6.50,6.65,6.35,6.38,1023000
HUMNL,20190307,4.70,4.85,4.70,4.73,203500
NETSOL,20190307,84.25,85.30,83.00,83.52,514500
PAKD,20190307,52.80,53.99,52.75,53.99,2500
MDTL,20190307,1.30,1.30,1.17,1.25,184500
SYS,20190307,109.49,109.49,103.51,105.18,7000
PTC,20190307,9.79,9.80,9.51,9.58,125500
TRG,20190307,24.50,24.70,23.89,23.98,2064000
TELE,20190307,1.51,1.59,1.50,1.58,46000
WTL,20190307,1.38,1.40,1.35,1.36,1746000
DAWH,20190307,125.89,125.89,124.01,124.78,28900
ENGRO,20190307,327.50,327.50,325.05,326.53,23600
EFERT,20190307,75.22,75.25,74.61,74.76,224500
FFBL,20190307,39.20,39.20,39.00,39.10,341500
FFC,20190307,107.60,107.60,106.75,107.07,255500
ABOT,20190307,649.99,649.99,606.05,606.06,8350
AGP,20190307,82.30,82.50,81.30,81.99,184000
FEROZ,20190307,198.00,200.99,196.50,200.99,64700
GLAXO,20190307,151.01,151.75,145.30,146.20,99200
GSKCH,20190307,320.10,320.40,316.14,320.00,4100
HINOON,20190307,320.00,323.00,317.70,318.40,26900
SAPL,20190307,899.00,899.00,860.10,860.10,400
SEARL,20190307,251.00,252.20,246.12,247.30,453700
WYETH,20190307,1223.33,1223.33,1220.00,1223.33,1680
BAPL,20190307,5.75,5.75,5.30,5.53,18500
BIFO,20190307,205.00,205.00,204.99,205.00,4300
ARPL,20190307,585.00,585.00,560.00,564.65,4500
CTM,20190307,3.93,3.99,3.86,3.88,33000
DOL,20190307,22.35,23.28,22.26,23.03,3993500
DAAG,20190307,12.75,12.75,11.66,11.66,1000
DYNO,20190307,96.50,98.35,96.00,96.00,66500
EPCL,20190307,37.90,37.90,37.11,37.23,367500
FATIMA,20190307,32.10,32.25,32.00,32.00,16000
GGL,20190307,11.90,12.43,11.90,12.14,63500
ICI,20190307,670.00,670.00,646.00,662.96,1800
ICL,20190307,32.00,32.20,31.90,31.94,25500
PGCL,20190307,122.99,123.90,116.00,119.90,2000
LOTCHEM,20190307,14.90,15.29,14.77,15.02,5387500
PPVC,20190307,3.50,3.50,3.04,3.17,29500
NICL,20190307,58.50,61.90,58.50,61.45,2000
NRSL,20190307,7.80,7.89,7.65,7.68,605500
SPL,20190307,22.95,23.40,22.41,23.01,213000
WAHN,20190307,258.00,258.00,256.50,256.50,1300
CEPB,20190307,50.50,50.50,49.90,50.00,24000
CPPL,20190307,152.01,152.01,150.00,150.00,6100
MERIT,20190307,22.21,22.78,22.00,22.56,123500
PKGS,20190307,369.00,370.00,369.00,369.86,1100
PPP,20190307,0.00,128.27,128.27,128.27,0
RPL,20190307,21.00,21.25,20.35,20.38,24000
SEPL,20190307,95.50,95.90,95.00,95.00,2500
SSOM,20190307,34.99,35.80,34.00,34.97,12500
BATA,20190307,1700.00,1750.91,1700.00,1750.91,2020
LEUL,20190307,14.60,14.70,14.50,14.50,3500
SRVI,20190307,770.00,770.00,731.50,731.53,1100
ASC,20190307,22.80,22.80,21.90,22.02,128500
PREMA,20190307,27.89,29.19,27.22,28.25,774000
CLOV,20190307,171.00,173.50,164.47,164.50,23500
IBLHL,20190307,49.90,49.90,49.00,49.89,5500
MACTER,20190307,112.70,113.00,112.70,112.80,300
MFL,20190307,31.00,31.18,30.65,30.72,68500
NESTLE,20190307,8200.00,8200.00,8200.00,8200.00,20
MFFL,20190307,260.00,260.37,259.00,260.37,3900
MUREB,20190307,800.00,805.00,800.00,802.50,200
NATF,20190307,192.00,199.00,190.00,190.97,4500
FFL,20190307,30.32,30.45,29.80,29.82,938500
QUICE,20190307,4.49,4.49,4.28,4.32,124500
UPFL,20190307,7400.00,7400.00,7400.00,7400.00,40
RMPL,20190307,6900.00,6900.00,6888.00,6900.00,100
SCL,20190307,230.01,230.01,225.00,226.25,4300
TREET,20190307,22.91,23.15,22.35,22.40,175500
ZIL,20190307,77.00,78.00,76.00,76.00,5500
BGL,20190307,8.11,8.12,7.81,7.88,47500
EMCO,20190307,21.48,21.48,21.40,21.48,114500
FRCL,20190307,0.00,18.00,18.00,18.00,75000
GHGL,20190307,49.51,50.00,49.50,49.95,8000
GGGL,20190307,9.50,9.50,9.41,9.50,26500
GVGL,20190307,34.99,35.00,34.99,35.00,4500
TGL,20190307,102.00,102.01,101.25,101.50,45500
STCL,20190307,14.20,14.20,13.85,14.02,284500
ECOP,20190307,14.99,14.99,14.41,14.54,9000
PACE,20190307,2.62,2.83,2.42,2.60,230000
AKDCL,20190307,116.62,121.50,116.62,116.62,600
SHFA,20190307,210.11,218.00,209.39,209.40,13500
STPL,20190307,21.00,21.40,20.01,20.25,5717000
TPLP,20190307,8.10,8.10,8.10,8.10,1000
TRIPF,20190307,105.50,110.00,105.50,107.24,7600
UBDL,20190307,28.66,28.66,28.66,28.66,2500
HBLTFC,20190307,0.00,0.00,0.00,98.42,0
BAFLTFC5,20190307,0.00,0.00,0.00,99.96,0
MCBTFC2,20190307,0.00,0.00,0.00,100.02,0
KELSC4,20190307,0.00,0.00,0.00,101.21,0
FATIMASC,20190307,0.00,100.85,100.85,100.76,6400
BYCOSC,20190307,0.00,0.00,0.00,99.00,0
AKBLTFC6,20190307,0.00,0.00,0.00,100.00,0
DAWHSC1,20190307,100.00,100.00,100.00,99.18,230
DAWHSC2,20190307,100.00,100.00,100.00,99.63,230
UBLTFC5,20190307,0.00,0.00,0.00,100.00,0
AICL-MAR,20190307,0.00,0.00,0.00,44.89,0
ATRL-MAR,20190307,122.55,122.75,120.21,120.69,565000
SPL-MAR,20190307,23.15,23.30,23.15,23.30,3500
FCCL-MAR,20190307,21.70,21.85,21.35,21.37,935500
NETSOL-MAR,20190307,84.94,85.45,83.30,83.85,167000
UBL-MAR,20190307,140.20,140.60,137.50,138.73,184500
HBL-MAR,20190307,137.00,137.99,136.06,136.46,224000
HBL-CMAR,20190307,0.00,0.00,0.00,137.71,0
ATRL-CMAR,20190307,0.00,0.00,0.00,120.95,0
BAFL-CMAR,20190307,0.00,0.00,0.00,48.17,0
ENGRO-CMAR,20190307,0.00,0.00,0.00,329.29,0
FCCL-CMAR,20190307,0.00,0.00,0.00,21.53,0
FFBL-CMAR,20190307,0.00,0.00,0.00,39.43,0
FFC-CMAR,20190307,0.00,0.00,0.00,107.97,0
HUBC-CMAR,20190307,0.00,0.00,0.00,85.75,0
LUCK-CMAR,20190307,0.00,0.00,0.00,471.20,0
MCB-CMAR,20190307,0.00,0.00,0.00,201.95,0
NML-CMAR,20190307,0.00,0.00,0.00,141.10,0
PPL-CMAR,20190307,0.00,0.00,0.00,181.72,0
PRL-CMAR,20190307,0.00,0.00,0.00,23.48,0
PSO-CMAR,20190307,0.00,0.00,0.00,226.87,0
UBL-CMAR,20190307,0.00,0.00,0.00,139.32,0
HBL-CMAY,20190307,0.00,0.00,0.00,141.17,0
ATRL-CMAY,20190307,0.00,0.00,0.00,123.99,0
BAFL-CMAY,20190307,0.00,0.00,0.00,49.38,0
BAHL-CMAY,20190307,0.00,0.00,0.00,87.86,0
ENGRO-CMAY,20190307,0.00,0.00,0.00,337.56,0
FCCL-CMAY,20190307,0.00,0.00,0.00,22.07,0
FFBL-CMAY,20190307,0.00,0.00,0.00,40.42,0
FFC-CMAY,20190307,0.00,0.00,0.00,110.69,0
HUBC-CMAY,20190307,0.00,0.00,0.00,87.90,0
LUCK-CMAY,20190307,0.00,0.00,0.00,483.04,0
MCB-CMAY,20190307,0.00,0.00,0.00,207.03,0
NML-CMAY,20190307,0.00,0.00,0.00,144.65,0
PPL-CMAY,20190307,0.00,0.00,0.00,186.29,0
PRL-CMAY,20190307,0.00,0.00,0.00,24.07,0
PSO-CMAY,20190307,0.00,0.00,0.00,232.57,0
UBL-CMAY,20190307,0.00,0.00,0.00,142.82,0
HBL-CAPR,20190307,0.00,0.00,0.00,139.25,0
ATRL-CAPR,20190307,0.00,0.00,0.00,122.30,0
BAFL-CAPR,20190307,0.00,0.00,0.00,48.71,0
ENGRO-CAPR,20190307,0.00,0.00,0.00,332.97,0
FCCL-CAPR,20190307,0.00,0.00,0.00,21.77,0
FFBL-CAPR,20190307,0.00,0.00,0.00,39.87,0
FFC-CAPR,20190307,0.00,0.00,0.00,109.18,0
HUBC-CAPR,20190307,0.00,0.00,0.00,86.71,0
LUCK-CAPR,20190307,0.00,0.00,0.00,476.46,0
MCB-CAPR,20190307,0.00,0.00,0.00,204.21,0
NML-CAPR,20190307,0.00,0.00,0.00,142.68,0
PPL-CAPR,20190307,0.00,0.00,0.00,183.75,0
PRL-CAPR,20190307,0.00,0.00,0.00,23.74,0
PSO-CAPR,20190307,0.00,0.00,0.00,229.40,0
UBL-CAPR,20190307,0.00,0.00,0.00,140.87,0
BOP-CMAR,20190307,0.00,0.00,0.00,13.96,0
DGKC-CMAR,20190307,0.00,0.00,0.00,91.72,0
BOP-CAPR,20190307,0.00,0.00,0.00,14.11,0
DGKC-CAPR,20190307,0.00,0.00,0.00,92.74,0
EPCL-CMAY,20190307,0.00,0.00,0.00,38.49,0
DGKC-CMAY,20190307,0.00,0.00,0.00,94.02,0
NCL-MAR,20190307,54.01,54.40,52.82,52.88,893000
NCL-CMAY,20190307,0.00,0.00,0.00,54.55,0
HUBC-MAR,20190307,86.30,86.50,85.55,85.55,10000
PSO-MAR,20190307,231.00,231.00,225.65,226.33,203000
SNGP-MAR,20190307,76.50,77.87,74.50,75.24,505500
MCB-MAR,20190307,201.50,201.50,200.50,201.00,31500
NML-MAR,20190307,142.50,143.40,140.51,140.95,12000
PTC-MAR,20190307,9.71,9.71,9.71,9.71,500
ENGRO-MAR,20190307,329.80,330.45,327.07,327.35,9000
FFC-MAR,20190307,104.50,104.50,103.80,103.84,12500
FFBL-MAR,20190307,38.45,38.45,38.45,38.45,500
DGKC-MAR,20190307,93.34,93.80,91.01,91.22,1613000
POL-MAR,20190307,456.00,456.00,456.00,456.00,500
NBP-MAR,20190307,43.40,43.40,42.31,42.68,70000
MLCF-MAR,20190307,42.60,43.00,41.57,41.75,2078500
LUCK-MAR,20190307,478.00,479.97,469.01,469.89,253500
SSGC-MAR,20190307,22.96,23.43,22.90,22.99,713000
BOP-MAR,20190307,14.14,14.18,13.82,13.88,3360000
FABL-MAR,20190307,23.12,23.12,23.12,23.12,1000
AKBL-MAR,20190307,0.00,0.00,0.00,21.77,0
PPL-MAR,20190307,182.50,182.60,181.00,181.32,57500
OGDC-MAR,20190307,150.75,151.80,146.00,146.93,620500
KAPCO-MAR,20190307,46.61,46.61,46.00,46.04,33000
PIOC-MAR,20190307,41.25,41.67,39.87,40.26,104000
BAFL-MAR,20190307,0.00,0.00,0.00,48.19,0
BAFL-MARB,20190307,0.00,0.00,0.00,46.69,0
MCB-MARB,20190307,200.01,201.00,197.51,197.59,10000
AKBL-MARB,20190307,0.00,0.00,0.00,20.77,0
OGDC-CMAR,20190307,0.00,0.00,0.00,147.58,0
NBP-CMAR,20190307,0.00,0.00,0.00,42.79,0
OGDC-CAPR,20190307,0.00,0.00,0.00,149.22,0
NBP-CAPR,20190307,0.00,0.00,0.00,43.27,0
OGDC-CMAY,20190307,0.00,0.00,0.00,151.28,0
NBP-CMAY,20190307,0.00,0.00,0.00,43.86,0
UBL-MARB,20190307,138.14,138.50,135.50,136.51,183000
NCL-CMAR,20190307,0.00,0.00,0.00,53.22,0
LOTCHEM-CAPR,20190307,0.00,0.00,0.00,15.32,0
NCL-CAPR,20190307,0.00,0.00,0.00,53.81,0
BAHL-MAR,20190307,0.00,0.00,0.00,83.24,0
FATIMA-MAR,20190307,0.00,0.00,0.00,32.28,0
LOTCHEM-CMAY,20190307,0.00,0.00,0.00,15.53,0
CHCC-MAR,20190307,70.25,70.25,68.10,68.31,27000
EFOODS-MAR,20190307,77.00,77.00,75.00,75.42,83500
PIOC-CMAR,20190307,0.00,0.00,0.00,40.28,0
PIOC-CAPR,20190307,0.00,0.00,0.00,40.73,0
BOP-CMAY,20190307,0.00,0.00,0.00,14.31,0
PIOC-CMAY,20190307,0.00,0.00,0.00,41.29,0
MLCF-CMAY,20190307,0.00,0.00,0.00,42.82,0
KEL-CMAR,20190307,0.00,0.00,0.00,6.15,0
MLCF-CMAR,20190307,0.00,0.00,0.00,41.77,0
PAEL-CMAR,20190307,0.00,0.00,0.00,24.35,0
KEL-CAPR,20190307,0.00,0.00,0.00,6.22,0
MLCF-CAPR,20190307,0.00,0.00,0.00,42.24,0
PAEL-CAPR,20190307,0.00,0.00,0.00,24.63,0
PAEL-MAR,20190307,24.79,24.93,24.20,24.25,2119000
EFERT-MAR,20190307,72.99,72.99,72.50,72.64,13000
SEARL-MAR,20190307,252.50,253.30,248.20,248.84,315500
GATM-MAR,20190307,57.49,57.49,56.53,56.83,3000
KEL-MAR,20190307,6.25,6.25,6.12,6.14,240000
EFERT-CMAY,20190307,0.00,0.00,0.00,77.29,0
GATM-CMAY,20190307,0.00,0.00,0.00,58.73,0
KEL-CMAY,20190307,0.00,0.00,0.00,6.31,0
PAEL-CMAY,20190307,0.00,0.00,0.00,24.97,0
EFERT-CMAR,20190307,0.00,0.00,0.00,75.39,0
AWWAL,20190307,0.00,11.08,11.08,11.08,0
EFERT-CAPR,20190307,0.00,0.00,0.00,76.23,0
HASCOL-MAR,20190307,144.95,145.90,144.20,144.48,11500
ISL-MAR,20190307,66.01,66.35,64.75,65.07,638500
POWER-MAR,20190307,8.05,8.07,7.90,7.92,195500
TRG-MAR,20190307,24.70,24.87,24.00,24.15,2849000
ISL-CMAY,20190307,0.00,0.00,0.00,68.48,0
POWER-CMAY,20190307,0.00,0.00,0.00,8.15,0
TRG-CMAY,20190307,0.00,0.00,0.00,24.79,0
HBL-MARB,20190307,137.35,137.40,135.75,135.79,385000
TRG-CMAR,20190307,0.00,0.00,0.00,24.18,0
ISL-CMAR,20190307,0.00,0.00,0.00,66.80,0
TRG-CAPR,20190307,0.00,0.00,0.00,24.45,0
ISL-CAPR,20190307,0.00,0.00,0.00,67.55,0
POWER-CMAR,20190307,0.00,0.00,0.00,7.95,0
GATM-CMAR,20190307,0.00,0.00,0.00,57.29,0
POWER-CAPR,20190307,0.00,0.00,0.00,8.04,0
GATM-CAPR,20190307,0.00,0.00,0.00,57.93,0
BYCO-MAR,20190307,9.00,9.00,8.77,8.85,18500
MUGHAL-MAR,20190307,40.60,40.60,39.55,39.55,69500
PRL-MAR,20190307,24.00,24.00,23.25,23.46,120500
ASL-MAR,20190307,10.30,10.30,10.25,10.26,12000
DOL-MAR,20190307,22.51,23.42,22.40,23.11,2839500
EPCL-MAR,20190307,37.45,37.45,37.05,37.10,251500
HMB-MAR,20190307,0.00,0.00,0.00,40.89,0
LOTCHEM-MAR,20190307,14.95,15.30,14.85,15.10,2322000
PIBTL-MAR,20190307,10.94,10.94,10.55,10.60,732500
STCL-MAR,20190307,14.27,14.46,13.90,14.31,181000
STPL-MAR,20190307,21.02,21.47,20.11,20.39,3279500
HMB-MARB,20190307,0.00,0.00,0.00,38.89,0
BYCO-CMAR,20190307,0.00,0.00,0.00,8.82,0
DOL-CMAR,20190307,0.00,0.00,0.00,23.22,0
EPCL-CMAR,20190307,0.00,0.00,0.00,37.54,0
