Symbol,Date,Open,High,Low,Close,Volume
IBFL,20190311,60.00,60.00,60.00,60.00,11000
PSYL,20190311,0.00,21.53,21.53,21.53,0
TRPOL,20190311,11.51,11.59,11.35,11.38,47000
THALL,20190311,431.50,431.50,431.50,431.50,100
ADAMS,20190311,25.05,26.72,25.05,26.72,1000
AABS,20190311,193.00,193.00,183.00,187.00,900
AGSML,20190311,3.11,3.15,3.10,3.10,16500
ANSM,20190311,8.25,8.60,8.00,8.15,24000
CHAS,20190311,41.70,42.10,41.70,42.08,5500
EFOODS,20190311,73.15,74.00,72.40,72.67,97000
FRSM,20190311,58.00,58.00,58.00,58.00,500
HABSM,20190311,35.70,35.70,35.50,35.50,206000
HWQS,20190311,3.61,3.69,3.56,3.64,6000
HSM,20190311,16.80,16.95,16.51,16.89,6500
HSMR2,20190311,6.19,6.30,5.75,6.00,47500
NONS,20190311,0.00,64.99,64.99,65.00,1000
SKRS,20190311,23.15,24.22,23.15,24.22,133000
SHSML,20190311,101.05,101.05,101.05,101.05,1200
ACPL,20190311,100.00,100.70,97.05,98.50,8100
BWCL,20190311,119.25,120.00,115.05,118.22,8900
CHCC,20190311,68.50,68.85,67.75,67.79,160000
DGKC,20190311,91.00,91.70,89.80,90.00,772000
POWER,20190311,7.97,8.04,7.85,7.91,403000
FCCL,20190311,21.30,21.42,21.13,21.24,1638000
FECTC,20190311,28.50,28.50,28.50,28.50,2000
FLYNG,20190311,0.00,14.00,14.00,13.70,500
GWLC,20190311,15.52,15.70,15.40,15.40,15000
JVDC,20190311,36.10,36.10,36.10,36.10,1000
KOHC,20190311,87.26,88.47,87.26,87.30,9500
LUCK,20190311,463.99,466.00,460.00,460.74,211500
MLCF,20190311,41.49,41.60,41.05,41.28,1117000
DCL,20190311,12.00,12.67,12.00,12.67,2962500
PIOC,20190311,39.70,39.90,39.10,39.33,304500
THCCL,20190311,12.75,12.95,12.75,12.91,4000
KHTC,20190311,280.00,280.00,280.00,280.00,300
PMPK,20190311,3200.00,3285.32,3150.00,3265.27,500
PAKT,20190311,2600.00,2650.00,2600.00,2649.92,860
ATRL,20190311,118.50,119.20,117.70,118.00,270300
BYCO,20190311,8.80,8.80,8.66,8.68,230500
NRL,20190311,191.95,191.95,187.00,187.84,29900
PRL,20190311,22.68,22.88,22.01,22.19,125000
ALTN,20190311,34.00,36.00,33.95,35.04,17000
EPQL,20190311,27.52,27.80,27.52,27.78,14000
HUBC,20190311,84.00,84.00,82.50,83.02,688500
KEL,20190311,6.10,6.10,6.00,6.04,4109000
KOHE,20190311,39.45,39.45,39.45,39.45,500
LPL,20190311,15.50,15.50,15.48,15.49,99500
KAPCO,20190311,46.44,46.50,45.93,46.02,525500
NCPL,20190311,22.52,22.80,22.52,22.74,6500
PKGP,20190311,15.03,15.50,15.03,15.49,206500
SPWL,20190311,23.80,23.80,23.75,23.77,15500
TSPL,20190311,3.52,4.14,3.51,3.66,84500
APL,20190311,415.00,422.00,414.00,422.00,2500
PSO,20190311,223.23,224.87,219.50,220.10,344000
SHEL,20190311,245.60,260.00,245.60,248.20,103400
SSGC,20190311,22.79,22.85,22.40,22.45,369000
SNGP,20190311,74.50,74.95,73.11,73.32,488500
HASCOL,20190311,143.00,144.75,139.00,139.93,71200
HTL,20190311,49.99,50.29,49.99,50.29,20000
MARI,20190311,1300.00,1300.00,1291.00,1300.00,26240
OGDC,20190311,145.24,146.25,143.15,143.87,2666400
POL,20190311,471.00,475.00,467.00,468.61,283900
PPL,20190311,175.55,178.70,175.55,177.59,605600
ADOS,20190311,26.16,27.50,26.15,27.20,3000
ASL,20190311,10.00,10.39,10.00,10.05,133000
ASLPS,20190311,7.51,7.51,7.51,7.51,500
ASTL,20190311,41.59,42.60,41.20,41.80,569500
BCL,20190311,66.00,66.00,66.00,66.00,1000
DSL,20190311,5.41,5.65,5.41,5.43,385500
CSAP,20190311,46.31,48.32,46.31,47.75,155500
DKL,20190311,3.69,3.69,3.69,3.69,500
HSPI,20190311,18.48,18.58,17.00,17.10,101000
INIL,20190311,138.01,139.98,137.00,138.01,96300
ISL,20190311,65.10,65.87,65.00,65.34,221000
ITTEFAQ,20190311,10.05,10.37,10.05,10.20,125000
KSBP,20190311,162.00,163.00,161.98,161.98,900
MUGHAL,20190311,39.10,40.02,39.10,39.46,207000
MSCL,20190311,12.82,12.82,12.81,12.81,2000
PECO,20190311,0.00,157.00,157.00,157.00,0
AGTL,20190311,445.00,454.00,445.00,449.44,1150
ATLH,20190311,380.33,385.00,380.00,380.00,900
DFML,20190311,13.26,13.70,13.20,13.23,100500
GAIL,20190311,6.05,6.10,5.98,5.98,101500
GHNI,20190311,202.00,203.99,193.23,194.98,475200
GHNL,20190311,87.98,89.20,87.50,87.75,351800
HINO,20190311,442.10,449.50,442.00,444.53,150
HCAR,20190311,265.00,271.97,262.65,271.97,840800
INDU,20190311,1409.00,1424.94,1351.00,1372.18,26720
MTL,20190311,810.00,817.70,800.01,814.34,5550
PSMC,20190311,344.80,347.90,323.39,328.92,500400
SAZEW,20190311,240.00,242.10,240.00,240.00,5500
AGIL,20190311,245.15,250.00,245.15,246.10,3500
ATBA,20190311,140.99,141.00,139.95,139.98,400
GTYR,20190311,69.00,69.50,68.00,68.14,35000
LOADS,20190311,21.97,22.00,21.52,21.82,31000
PAEL,20190311,23.85,23.99,23.45,23.61,1016500
TPL,20190311,5.70,5.91,5.70,5.88,239500
AVN,20190311,69.50,71.34,68.50,71.03,287500
WAVES,20190311,25.50,25.50,25.12,25.19,28000
SIEM,20190311,765.00,765.00,765.00,765.00,50
SPEL,20190311,32.00,33.10,31.50,33.10,16000
PNSC,20190311,62.50,63.00,62.50,62.50,29000
PIBTL,20190311,10.68,10.68,10.35,10.40,619000
PIAA,20190311,6.25,6.39,6.20,6.21,369500
HUMNL,20190311,4.60,4.70,4.60,4.60,81000
NETSOL,20190311,82.50,82.72,81.00,81.14,234600
PAKD,20190311,51.30,53.99,51.30,53.89,3500
MDTL,20190311,1.20,1.21,1.18,1.19,42000
SYS,20190311,102.05,103.85,101.00,101.19,3200
PTC,20190311,9.73,10.15,9.73,9.86,863500
TRG,20190311,23.55,23.85,23.11,23.37,1266000
TELE,20190311,1.55,1.55,1.50,1.50,27000
WTL,20190311,1.40,1.40,1.32,1.35,1293000
DAWH,20190311,122.00,123.00,122.00,122.97,10300
ENGRO,20190311,321.00,322.99,317.51,318.13,97200
EFERT,20190311,74.00,74.10,73.40,73.50,610500
FFBL,20190311,38.95,38.95,37.80,38.15,36500
FFC,20190311,106.10,106.35,105.20,105.84,187500
ABOT,20190311,624.90,624.90,624.90,624.90,50
AGP,20190311,81.95,82.10,81.50,81.57,90500
FEROZ,20190311,205.00,207.99,199.60,200.11,158800
GLAXO,20190311,149.00,151.00,144.10,147.11,61500
GSKCH,20190311,317.00,317.00,316.00,316.00,900
HINOON,20190311,316.00,319.50,313.10,315.52,13200
SAPL,20190311,860.00,896.79,860.00,888.37,2000
OTSU,20190311,178.60,183.00,178.60,178.65,5800
SEARL,20190311,250.01,251.99,245.00,246.71,518000
WYETH,20190311,1195.00,1195.00,1140.64,1142.66,800
BAPL,20190311,0.00,5.75,5.75,5.35,1000
BIFO,20190311,201.75,203.00,201.00,202.44,1400
BERG,20190311,70.00,70.00,70.00,70.00,500
BUXL,20190311,40.90,40.95,40.90,40.95,2500
ARPL,20190311,561.01,575.00,551.20,575.00,1500
CTM,20190311,3.90,3.90,3.73,3.78,48500
DOL,20190311,22.98,23.10,22.68,22.74,515000
DAAG,20190311,11.20,11.61,11.20,11.61,1000
EPCL,20190311,36.72,37.10,36.57,36.85,813000
FATIMA,20190311,32.20,32.29,31.31,31.49,14000
GGL,20190311,12.00,12.05,11.99,12.00,85500
ICI,20190311,698.90,698.90,670.00,679.37,9450
ICL,20190311,31.80,32.25,31.60,31.60,14500
PGCL,20190311,120.00,120.00,120.00,119.90,100
LOTCHEM,20190311,14.90,14.96,14.71,14.84,864000
PPVC,20190311,3.25,4.39,3.25,4.09,43000
NICL,20190311,61.50,61.50,61.50,61.50,2000
PAKOXY,20190311,215.00,215.00,215.00,215.00,1000
NRSL,20190311,7.70,7.70,7.46,7.49,679000
SARC,20190311,17.10,17.62,17.10,17.62,3500
SPL,20190311,22.52,23.00,22.52,22.79,37500
BPBL,20190311,2.12,2.12,2.12,2.12,500
CEPB,20190311,50.50,50.50,50.00,50.00,6000
CPPL,20190311,149.00,149.00,145.00,145.91,2600
MERIT,20190311,22.20,23.50,22.03,22.85,40000
PKGS,20190311,369.99,369.99,360.01,361.03,1300
PPP,20190311,0.00,128.00,128.00,128.00,0
RPL,20190311,20.06,20.80,20.06,20.16,174000
SEPL,20190311,94.90,95.00,93.00,93.84,20500
SSOM,20190311,35.50,35.50,33.23,33.23,14500
BATA,20190311,1849.98,1849.98,1800.00,1824.99,340
LEUL,20190311,15.49,15.50,15.49,15.50,1000
SRVI,20190311,720.00,744.95,720.00,744.95,200
ASC,20190311,21.55,21.75,21.15,21.39,126500
PREMA,20190311,28.24,28.49,27.70,28.21,618000
CLOV,20190311,160.00,160.00,156.50,156.83,1600
IBLHL,20190311,48.25,48.25,47.47,47.47,1000
MACTER,20190311,109.00,113.00,102.80,108.00,2700
MFL,20190311,30.00,30.20,29.76,29.85,57500
MFFL,20190311,283.90,287.04,283.90,287.04,6400
MUREB,20190311,798.99,809.90,790.00,806.90,1450
NATF,20190311,192.00,192.99,190.00,190.00,1800
FFL,20190311,29.59,29.90,29.20,29.36,530500
QUICE,20190311,4.27,4.30,4.13,4.17,121000
SHEZ,20190311,464.72,495.00,464.72,488.00,700
TREET,20190311,22.52,22.55,22.25,22.30,85500
BGL,20190311,7.88,7.95,7.67,7.75,197000
EMCO,20190311,23.59,23.67,23.25,23.67,19000
GHGL,20190311,49.95,49.95,49.50,49.50,6000
GGGL,20190311,9.20,9.20,9.20,9.20,10000
TGL,20190311,100.10,100.10,99.00,99.88,7500
STCL,20190311,13.85,14.01,13.82,13.85,227000
GAMON,20190311,10.65,10.65,9.50,10.20,5500
MACFL,20190311,17.51,17.51,17.48,17.48,8500
ECOP,20190311,14.84,14.84,14.30,14.40,29000
PACE,20190311,2.53,2.72,2.51,2.68,95500
AKDCL,20190311,105.27,115.00,105.27,110.81,300
SHFA,20190311,200.21,203.00,200.00,200.33,19700
STPL,20190311,19.89,19.89,19.45,19.51,177500
TRIPF,20190311,106.00,106.00,106.00,106.00,300
UBDL,20190311,30.99,31.58,30.50,31.58,14000
UDPL,20190311,38.72,40.00,38.72,38.72,2500
HBLTFC,20190311,0.00,0.00,0.00,98.42,0
BAFLTFC5,20190311,0.00,0.00,0.00,99.96,0
MCBTFC2,20190311,0.00,0.00,0.00,100.02,0
KELSC4,20190311,0.00,0.00,0.00,101.21,0
FATIMASC,20190311,0.00,0.00,0.00,100.76,0
BYCOSC,20190311,0.00,0.00,0.00,99.00,0
AKBLTFC6,20190311,0.00,0.00,0.00,100.00,0
DAWHSC1,20190311,0.00,0.00,0.00,99.12,0
DAWHSC2,20190311,0.00,0.00,0.00,99.63,0
UBLTFC5,20190311,0.00,0.00,0.00,100.00,0
AICL-MAR,20190311,0.00,0.00,0.00,43.22,0
ATRL-MAR,20190311,119.48,119.91,118.25,118.66,370000
SPL-MAR,20190311,0.00,0.00,0.00,22.97,0
NETSOL-MAR,20190311,83.08,83.99,81.00,81.64,88000
HBL-CMAR,20190311,0.00,0.00,0.00,137.00,0
ATRL-CMAR,20190311,0.00,0.00,0.00,118.90,0
BAFL-CMAR,20190311,0.00,0.00,0.00,47.14,0
ENGRO-CMAR,20190311,0.00,0.00,0.00,320.56,0
FCCL-CMAR,20190311,0.00,0.00,0.00,21.40,0
FFBL-CMAR,20190311,0.00,0.00,0.00,38.44,0
FFC-CMAR,20190311,0.00,0.00,0.00,106.65,0
HUBC-CMAR,20190311,0.00,0.00,0.00,83.65,0
LUCK-CMAR,20190311,0.00,0.00,0.00,464.26,0
MCB-CMAR,20190311,0.00,0.00,0.00,198.56,0
NML-CMAR,20190311,0.00,0.00,0.00,138.40,0
PPL-CMAR,20190311,0.00,0.00,0.00,178.95,0
PRL-CMAR,20190311,0.00,0.00,0.00,22.36,0
PSO-CMAR,20190311,0.00,0.00,0.00,221.78,0
UBL-CMAR,20190311,0.00,0.00,0.00,140.26,0
HBL-CMAY,20190311,0.00,0.00,0.00,140.45,0
ATRL-CMAY,20190311,0.00,0.00,0.00,121.89,0
BAFL-CMAY,20190311,0.00,0.00,0.00,48.32,0
BAHL-CMAY,20190311,0.00,0.00,0.00,88.26,0
ENGRO-CMAY,20190311,0.00,0.00,0.00,328.63,0
FCCL-CMAY,20190311,0.00,0.00,0.00,21.94,0
FFBL-CMAY,20190311,0.00,0.00,0.00,39.41,0
FFC-CMAY,20190311,0.00,0.00,0.00,109.33,0
HUBC-CMAY,20190311,0.00,0.00,0.00,85.76,0
LUCK-CMAY,20190311,0.00,0.00,0.00,475.95,0
MCB-CMAY,20190311,0.00,0.00,0.00,203.55,0
NML-CMAY,20190311,0.00,0.00,0.00,141.88,0
PPL-CMAY,20190311,0.00,0.00,0.00,183.45,0
PRL-CMAY,20190311,0.00,0.00,0.00,22.92,0
PSO-CMAY,20190311,0.00,0.00,0.00,227.36,0
UBL-CMAY,20190311,0.00,0.00,0.00,143.79,0
HBL-CAPR,20190311,0.00,0.00,0.00,138.53,0
ATRL-CAPR,20190311,0.00,0.00,0.00,120.23,0
BAFL-CAPR,20190311,0.00,0.00,0.00,47.66,0
ENGRO-CAPR,20190311,0.00,0.00,0.00,324.15,0
FCCL-CAPR,20190311,0.00,0.00,0.00,21.64,0
FFBL-CAPR,20190311,0.00,0.00,0.00,38.87,0
FFC-CAPR,20190311,0.00,0.00,0.00,107.84,0
HUBC-CAPR,20190311,0.00,0.00,0.00,84.59,0
LUCK-CAPR,20190311,0.00,0.00,0.00,469.46,0
MCB-CAPR,20190311,0.00,0.00,0.00,200.78,0
NML-CAPR,20190311,0.00,0.00,0.00,139.95,0
PPL-CAPR,20190311,0.00,0.00,0.00,180.95,0
PRL-CAPR,20190311,0.00,0.00,0.00,22.61,0
PSO-CAPR,20190311,0.00,0.00,0.00,224.26,0
UBL-CAPR,20190311,0.00,0.00,0.00,141.83,0
BOP-CMAR,20190311,0.00,0.00,0.00,14.20,0
DGKC-CMAR,20190311,0.00,0.00,0.00,90.69,0
BOP-CAPR,20190311,0.00,0.00,0.00,14.36,0
DGKC-CAPR,20190311,0.00,0.00,0.00,91.70,0
EPCL-CMAY,20190311,0.00,0.00,0.00,38.07,0
DGKC-CMAY,20190311,0.00,0.00,0.00,92.97,0
NCL-MAR,20190311,52.58,52.74,52.01,52.18,80500
NCL-CMAY,20190311,0.00,0.00,0.00,53.66,0
HUBC-MAR,20190311,83.51,83.51,83.25,83.25,3000
PSO-MAR,20190311,224.05,225.00,221.00,221.50,131000
SNGP-MAR,20190311,74.20,74.30,73.50,73.85,101500
NML-MAR,20190311,139.10,139.11,137.75,137.84,23500
PTC-MAR,20190311,9.99,10.15,9.85,9.85,3500
ENGRO-MAR,20190311,322.50,322.50,319.75,320.04,42000
FFC-MAR,20190311,103.00,103.00,102.50,102.50,6000
FFBL-MAR,20190311,37.70,37.70,37.41,37.59,10000
DGKC-MAR,20190311,91.05,91.70,90.00,90.34,1036500
POL-MAR,20190311,456.00,456.00,456.00,456.00,1000
NBP-MAR,20190311,42.60,42.60,41.79,42.36,103000
MLCF-MAR,20190311,41.55,41.77,41.23,41.51,944500
LUCK-MAR,20190311,467.98,467.99,462.50,463.45,153500
SSGC-MAR,20190311,23.00,23.00,22.50,22.57,258000
BOP-MAR,20190311,13.95,14.21,13.95,14.09,7802500
FABL-MAR,20190311,23.01,23.20,23.01,23.20,2500
PPL-MAR,20190311,178.00,179.50,178.00,178.50,93500
OGDC-MAR,20190311,146.50,146.90,143.70,144.24,930000
BOP-MARB,20190311,13.50,13.52,13.37,13.46,6625000
KAPCO-MAR,20190311,46.30,47.50,46.25,47.12,82500
PIOC-MAR,20190311,39.65,39.95,39.30,39.50,77500
BAFL-MARB,20190311,0.00,0.00,0.00,47.16,0
MCB-MARB,20190311,194.00,194.00,194.00,194.00,5000
AKBL-MARB,20190311,20.63,20.63,20.63,20.63,1000
OGDC-CMAR,20190311,0.00,0.00,0.00,144.97,0
NBP-CMAR,20190311,0.00,0.00,0.00,42.28,0
OGDC-CAPR,20190311,0.00,0.00,0.00,146.59,0
NBP-CAPR,20190311,0.00,0.00,0.00,42.75,0
OGDC-CMAY,20190311,0.00,0.00,0.00,148.62,0
NBP-CMAY,20190311,0.00,0.00,0.00,43.34,0
UBL-MARB,20190311,137.34,137.50,136.00,137.12,79500
NCL-CMAR,20190311,0.00,0.00,0.00,52.35,0
LOTCHEM-CAPR,20190311,0.00,0.00,0.00,15.12,0
NCL-CAPR,20190311,0.00,0.00,0.00,52.93,0
BAHL-MAR,20190311,0.00,0.00,0.00,83.63,0
FATIMA-MAR,20190311,0.00,0.00,0.00,31.74,0
LOTCHEM-CMAY,20190311,0.00,0.00,0.00,15.33,0
CHCC-MAR,20190311,68.50,69.50,68.25,68.43,15500
EFOODS-MAR,20190311,73.69,74.46,72.59,72.80,37500
PIOC-CMAR,20190311,0.00,0.00,0.00,39.63,0
PIOC-CAPR,20190311,0.00,0.00,0.00,40.07,0
BOP-CMAY,20190311,0.00,0.00,0.00,14.56,0
PIOC-CMAY,20190311,0.00,0.00,0.00,40.63,0
MLCF-CMAY,20190311,0.00,0.00,0.00,42.64,0
KEL-CMAR,20190311,0.00,0.00,0.00,6.09,0
MLCF-CMAR,20190311,0.00,0.00,0.00,41.60,0
PAEL-CMAR,20190311,0.00,0.00,0.00,23.79,0
KEL-CAPR,20190311,0.00,0.00,0.00,6.15,0
MLCF-CAPR,20190311,0.00,0.00,0.00,42.06,0
PAEL-CAPR,20190311,0.00,0.00,0.00,24.06,0
PAEL-MAR,20190311,23.99,24.00,23.55,23.78,1409000
EFERT-MAR,20190311,71.50,71.50,71.10,71.10,36000
SEARL-MAR,20190311,251.00,252.50,246.50,247.32,222000
GATM-MAR,20190311,57.40,57.40,56.76,56.76,8500
KEL-MAR,20190311,6.06,6.06,6.05,6.05,185500
EFERT-CMAY,20190311,0.00,0.00,0.00,75.93,0
GATM-CMAY,20190311,0.00,0.00,0.00,58.70,0
KEL-CMAY,20190311,0.00,0.00,0.00,6.24,0
PAEL-CMAY,20190311,0.00,0.00,0.00,24.39,0
EFERT-CMAR,20190311,0.00,0.00,0.00,74.06,0
EFERT-CAPR,20190311,0.00,0.00,0.00,74.89,0
HASCOL-MAR,20190311,143.15,143.15,140.00,140.75,12000
ISL-MAR,20190311,64.00,64.80,64.00,64.25,186000
POWER-MAR,20190311,8.00,8.04,7.91,7.99,77000
TRG-MAR,20190311,23.77,23.95,23.23,23.52,2229000
ISL-CMAY,20190311,0.00,0.00,0.00,67.50,0
POWER-CMAY,20190311,0.00,0.00,0.00,8.17,0
TRG-CMAY,20190311,0.00,0.00,0.00,24.14,0
HBL-MARB,20190311,136.00,136.00,134.50,135.09,80000
TRG-CMAR,20190311,0.00,0.00,0.00,23.55,0
ISL-CMAR,20190311,0.00,0.00,0.00,65.84,0
TRG-CAPR,20190311,0.00,0.00,0.00,23.81,0
ISL-CAPR,20190311,0.00,0.00,0.00,66.58,0
POWER-CMAR,20190311,0.00,0.00,0.00,7.97,0
GATM-CMAR,20190311,0.00,0.00,0.00,57.25,0
POWER-CAPR,20190311,0.00,0.00,0.00,8.06,0
GATM-CAPR,20190311,0.00,0.00,0.00,57.89,0
BYCO-MAR,20190311,8.86,8.86,8.75,8.75,7000
MUGHAL-MAR,20190311,40.01,40.28,40.01,40.09,7500
PRL-MAR,20190311,23.00,23.10,22.30,22.44,30000
ASL-MAR,20190311,10.13,10.13,10.10,10.10,2000
DOL-MAR,20190311,22.89,23.20,22.75,22.88,298000
EPCL-MAR,20190311,36.62,36.80,36.55,36.75,299000
LOTCHEM-MAR,20190311,14.92,15.00,14.85,14.95,442500
PIBTL-MAR,20190311,10.60,10.65,10.41,10.45,173500
STCL-MAR,20190311,13.85,14.00,13.85,14.00,16000
STPL-MAR,20190311,19.80,19.80,19.50,19.63,249500
HMB-MARB,20190311,0.00,0.00,0.00,38.39,0
BYCO-CMAR,20190311,0.00,0.00,0.00,8.75,0
DOL-CMAR,20190311,0.00,0.00,0.00,22.91,0
EPCL-CMAR,20190311,0.00,0.00,0.00,37.13,0
LOTCHEM-CMAR,20190311,0.00,0.00,0.00,14.95,0
DOL-CAPR,20190311,0.00,0.00,0.00,23.17,0
EPCL-CAPR,20190311,0.00,0.00,0.00,37.55,0
NRSL-MAR,20190311,7.00,7.65,7.00,7.32,12000
SYS-MAR,20190311,0.00,0.00,0.00,102.00,0
DCR-MAR,20190311,0.00,0.00,0.00,11.83,0
FFL-MAR,20190311,29.90,29.94,29.40,29.53,336000
DOL-CMAY,20190311,0.00,0.00,0.00,23.49,0
STPL-CMAY,20190311,0.00,0.00,0.00,20.15,0
FCCL-MARB,20190311,20.67,20.90,20.63,20.65,482000
MEBL-MARB,20190311,0.00,0.00,0.00,102.42,0
UNITY-MARB,20190311,12.80,12.85,12.52,12.57,1141500
DCR,20190311,11.79,11.79,11.70,11.74,478000
